TIMESTMAP,Values2
2020-12-04 13:38:27,28
2020-04-03 09:19:45,19
2020-08-05 23:05:02,26
2020-06-06 21:33:52,127
2020-06-26 07:38:21,213
2020-04-18 16:51:49,13
2020-06-30 13:53:49,189
2020-12-24 04:13:43,109
2020-05-16 11:09:00,125
2020-07-09 23:52:41,232
2020-02-04 07:30:09,25
2020-10-14 11:51:43,27
2020-09-27 09:03:47,24
2020-02-23 17:45:58,17
2020-01-15 16:08:22,179
2020-03-01 06:44:32,18
2020-02-12 22:39:43,22
2020-05-25 10:53:54,21
2020-07-27 01:14:59,29
2020-06-02 03:15:41,20
2020-10-17 17:08:26,246
2020-02-25 23:00:54,219
2020-03-16 07:24:58,28
2020-09-08 02:58:20,16
2020-12-17 07:03:12,15
2020-10-04 02:20:11,10
2020-09-24 15:26:08,11
2020-02-19 04:12:45,23
2020-08-28 13:50:10,16
2020-01-11 17:45:36,280
2020-03-12 00:28:57,16
2020-12-20 11:11:48,24
2020-04-24 22:38:21,11
2020-08-28 04:18:56,118
2020-01-04 22:44:47,273
2020-01-23 15:12:46,12
2020-11-26 08:00:05,28
2020-03-01 18:48:00,113
2020-04-29 19:40:30,212
2020-02-09 13:45:53,16
2020-10-30 23:37:41,217
2020-06-15 00:41:30,23
2020-01-29 09:47:53,226
2020-03-29 19:54:07,13
2020-09-30 06:58:25,27
2020-02-07 16:49:46,271
2020-12-23 21:16:03,207
2020-11-15 07:58:09,197
2020-11-02 08:22:21,181
2020-08-21 11:34:21,122
2020-10-21 09:06:42,10
2020-06-05 08:17:45,245
2020-04-24 06:23:18,178
2020-08-23 13:56:54,255
2020-05-12 06:22:08,21
2020-04-30 04:06:04,20
2020-05-26 10:14:16,122
2020-03-30 17:41:34,104
2020-10-16 20:36:51,13
2020-10-30 11:20:06,246
2020-05-05 06:56:48,257
2020-06-29 16:49:46,215
2020-12-03 00:32:07,274
2020-07-25 14:46:13,213
2020-11-18 06:23:23,219
2020-07-19 08:53:28,27
2020-03-06 01:11:34,17
2020-07-20 20:28:17,14
2020-04-27 00:48:14,22
2020-06-14 02:52:13,247
2020-02-14 10:58:50,21
2020-10-16 10:02:51,14
2020-08-02 06:55:14,14
2020-05-13 05:02:07,132
2020-04-01 15:20:18,240
2020-01-23 00:24:58,26
2020-11-12 12:43:01,17
2020-01-26 16:43:31,15
2020-10-11 01:35:56,108
2020-08-15 20:10:44,24
2020-01-29 02:52:00,270
2020-08-30 08:00:06,113
2020-04-27 10:35:09,299
2020-12-13 08:47:23,18
2020-06-11 04:46:52,275
2020-08-12 06:33:39,19
2020-12-22 19:00:03,26
2020-06-09 10:46:46,24
2020-04-22 18:48:59,115
2020-09-12 11:28:57,14
2020-11-17 14:31:15,209
2020-07-25 12:09:04,145
2020-06-02 23:56:37,20
2020-03-06 05:52:34,252
2020-11-18 03:07:19,215
2020-06-03 18:36:38,159
2020-05-05 10:35:46,17
2020-03-07 07:45:39,125
2020-06-07 17:20:41,180
2020-02-05 03:03:39,16
2020-04-10 08:07:13,148
2020-02-27 17:13:25,23
2020-02-02 03:55:39,258
2020-08-18 10:04:42,177
2020-06-20 23:27:07,200
2020-06-19 14:41:34,21
2020-08-11 21:12:16,27
2020-08-06 11:02:51,297
2020-05-27 08:41:15,12
2020-02-03 20:51:39,29
2020-04-06 13:19:48,140
2020-03-21 15:33:58,28
2020-08-19 21:52:23,179
2020-01-12 02:46:43,27
2020-09-23 09:18:23,26
2020-04-12 01:26:36,23
2020-01-25 10:28:05,252
2020-03-01 19:01:30,121
2020-09-09 20:34:31,105
2020-08-10 18:15:04,27
2020-01-05 04:16:14,262
2020-02-25 01:13:06,270
2020-08-21 02:54:58,120
2020-05-12 18:04:06,14
2020-11-10 05:36:30,131
2020-06-14 06:06:25,13
2020-07-09 13:29:39,18
2020-06-30 05:32:10,17
2020-01-29 20:14:02,203
2020-04-02 16:28:07,255
2020-02-01 18:34:13,10
2020-03-24 07:55:16,17
2020-07-08 11:34:32,15
2020-08-08 02:40:50,21
2020-05-29 14:00:21,15
2020-01-18 15:12:57,260
2020-02-22 20:30:27,12
2020-07-01 09:54:30,16
2020-09-13 08:02:43,173
2020-12-01 14:06:50,13
2020-12-28 12:45:18,28
2020-11-01 07:01:01,248
2020-01-24 17:34:35,283
2020-11-20 00:35:59,152
2020-09-28 00:28:20,162
2020-06-08 09:10:48,277
2020-09-19 15:31:40,299
2020-03-25 18:09:47,170
2020-01-28 14:17:16,244
2020-11-26 14:33:33,24
2020-04-25 10:44:17,187
2020-01-21 23:13:17,24
2020-03-31 12:48:29,24
2020-09-23 14:37:33,124
2020-11-05 05:29:06,12
2020-04-21 09:45:05,21
2020-10-15 05:13:27,172
2020-08-03 22:03:40,19
2020-05-19 06:13:08,290
2020-10-14 05:09:25,207
2020-05-24 11:21:32,14
2020-12-27 20:48:28,237
2020-07-13 21:50:29,155
2020-09-06 05:47:45,277
2020-09-05 13:44:55,123
2020-04-17 16:00:00,14
2020-07-06 02:18:18,25
2020-01-17 23:01:32,170
2020-07-27 12:03:16,277
2020-08-21 04:59:33,17
2020-07-05 15:29:26,121
2020-09-01 18:32:56,274
2020-12-29 07:27:14,218
2020-09-25 06:58:09,27
2020-03-23 08:20:47,266
2020-11-18 14:47:33,208
2020-09-25 10:47:01,22
2020-07-31 10:47:04,200
2020-05-08 02:30:12,26
2020-05-11 08:27:28,175
2020-07-07 07:20:40,216
2020-08-24 00:23:57,222
2020-08-23 13:41:55,182
2020-05-02 15:08:01,108
2020-07-30 00:35:01,213
2020-03-08 12:42:02,28
2020-04-23 17:11:08,12
2020-09-10 10:55:35,229
2020-09-16 11:35:47,158
2020-12-13 23:19:38,20
2020-01-22 18:11:35,22
2020-11-10 14:02:44,275
2020-07-30 09:10:40,128
2020-01-30 07:20:40,28
2020-10-24 04:02:31,27
2020-03-09 10:18:18,18
2020-04-12 22:35:02,17
2020-08-13 15:09:12,15
2020-05-20 14:15:05,28
2020-12-18 18:06:16,233
2020-09-03 20:21:20,13
2020-12-24 19:26:42,21
2020-10-30 05:55:05,21
2020-12-28 04:13:58,156
2020-05-25 22:29:30,183
2020-02-25 23:24:00,26
2020-03-07 10:43:09,22
2020-01-18 18:48:50,12
2020-04-24 12:34:42,287
2020-06-28 16:43:22,212
2020-08-13 09:31:45,152
2020-09-26 04:16:24,279
2020-08-14 10:07:19,236
2020-03-02 10:16:17,22
2020-08-10 01:25:31,151
2020-07-16 07:08:50,166
2020-06-26 14:02:10,246
2020-06-10 03:52:33,21
2020-04-30 20:06:44,111
2020-02-25 15:20:58,17
2020-06-10 08:13:49,109
2020-07-23 05:29:19,206
2020-08-16 20:54:00,18
2020-08-14 05:23:24,22
2020-01-17 13:41:22,100
2020-01-09 01:08:36,167
2020-04-18 03:38:05,233
2020-06-22 16:27:12,15
2020-11-15 00:35:10,292
2020-02-22 11:11:33,22
2020-06-14 18:07:15,109
2020-03-23 15:53:14,18
2020-07-11 18:42:56,226
2020-08-09 01:06:50,208
2020-02-01 06:49:52,139
2020-04-09 14:54:23,100
2020-04-23 15:59:58,200
2020-10-23 05:10:17,229
2020-01-06 05:43:55,132
2020-01-29 08:26:56,29
2020-01-02 19:00:41,270
2020-07-30 12:03:25,25
2020-11-27 00:46:55,17
2020-02-29 12:10:35,252
2020-06-01 17:45:29,10
2020-11-26 00:36:27,13
2020-08-06 20:30:37,273
2020-12-01 08:21:36,236
2020-07-26 08:39:12,28
2020-04-05 02:43:12,227
2020-05-06 07:43:22,243
2020-08-20 15:13:41,250
2020-07-11 08:45:21,179
2020-10-23 17:46:25,25
2020-05-18 06:31:30,296
2020-06-28 00:56:33,243
2020-06-03 08:53:19,103
2020-04-28 09:21:37,10
2020-05-11 22:54:32,150
2020-09-16 07:37:24,29
2020-07-21 12:14:25,152
2020-01-05 01:55:59,10
2020-07-22 17:00:02,189
2020-08-11 23:21:11,292
2020-12-06 11:55:08,251
2020-12-06 19:30:13,102
2020-11-25 02:47:35,23
2020-05-20 19:07:52,101
2020-12-27 07:56:12,25
2020-02-26 01:52:48,184
2020-11-11 13:34:12,227
2020-01-31 18:02:24,240
2020-01-09 13:41:53,13
2020-08-19 20:18:01,115
2020-12-29 18:02:34,107
2020-06-10 19:10:23,11
2020-12-06 22:56:02,29
2020-06-08 16:34:22,13
2020-07-31 19:54:50,16
2020-04-18 20:25:56,257
2020-12-14 18:58:51,184
2020-01-31 19:21:41,104
2020-02-29 07:45:44,15
2020-06-21 19:20:50,161
2020-07-09 02:54:26,20
2020-03-18 15:58:55,14
2020-09-12 07:27:50,29
2020-10-16 14:43:24,271
2020-01-24 04:26:19,254
2020-06-04 13:54:30,234
2020-10-22 13:57:52,11
2020-12-18 20:34:43,285
2020-03-04 02:09:17,168
2020-09-29 12:27:05,25
2020-09-27 22:28:03,156
2020-08-02 02:22:05,190
2020-01-23 14:45:18,237
2020-12-01 17:21:41,20
2020-04-03 01:22:34,229
2020-12-04 01:36:26,294
2020-07-13 08:03:32,21
2020-07-11 02:28:07,122
2020-03-12 07:09:46,25
2020-11-18 12:27:47,183
2020-03-05 05:45:02,102
2020-01-30 21:12:13,118
2020-05-04 14:09:58,291
2020-02-25 23:17:49,123
2020-05-07 01:45:48,212
2020-07-26 09:59:37,23
2020-09-07 12:41:32,20
2020-02-07 21:49:35,284
2020-06-18 07:01:38,29
2020-11-26 00:19:15,180
2020-05-26 22:08:15,25
2020-05-07 22:43:41,294
2020-08-23 02:37:01,28
2020-12-14 19:04:30,231
2020-03-22 11:43:46,19
2020-08-16 09:18:51,162
2020-12-19 23:02:43,218
2020-08-13 10:47:17,20
2020-03-08 09:43:43,10
2020-10-17 00:11:34,11
2020-03-05 10:04:48,16
2020-10-10 08:10:01,178
2020-07-17 03:22:31,298
2020-11-16 07:27:42,150
2020-05-20 16:55:05,24
2020-08-09 04:46:04,124
2020-08-25 09:29:41,200
2020-10-24 01:36:27,27
2020-04-17 11:39:16,122
2020-05-13 10:04:26,13
2020-06-13 16:21:27,14
2020-07-02 00:48:27,277
2020-11-12 08:55:50,25
2020-11-01 18:03:26,16
2020-11-18 06:02:36,223
2020-08-03 16:10:21,275
2020-06-18 21:23:15,253
2020-08-27 23:48:50,195
2020-08-01 18:18:59,21
2020-01-25 05:13:46,196
2020-09-18 20:42:04,195
2020-01-08 03:54:51,234
2020-10-11 21:16:10,201
2020-09-17 14:47:09,11
2020-02-25 05:56:24,227
2020-04-08 16:04:56,155
2020-08-13 16:55:42,295
2020-02-05 18:54:54,271
2020-02-21 20:22:00,118
2020-01-08 08:50:23,18
2020-11-04 12:17:54,25
2020-01-30 05:45:27,287
2020-10-27 23:29:41,13
2020-06-21 10:54:17,22
2020-07-06 00:31:17,20
2020-09-09 01:30:53,176
2020-11-22 06:16:04,22
2020-10-06 07:52:35,29
2020-01-10 01:00:49,299
2020-10-10 11:53:18,146
2020-10-10 03:57:47,14
2020-06-09 09:16:24,156
2020-01-04 21:00:50,192
2020-05-18 15:27:36,25
2020-04-05 01:20:29,110
2020-03-19 11:22:39,263
2020-09-05 22:53:17,106
2020-05-26 00:51:46,228
2020-06-16 09:37:33,164
2020-11-29 20:28:17,237
2020-03-29 09:50:51,21
2020-07-01 01:55:31,183
2020-12-10 20:30:39,118
2020-02-18 15:56:45,201
2020-05-08 00:32:09,15
2020-07-25 18:40:33,10
2020-05-19 15:53:59,182
2020-04-15 22:09:04,11
2020-02-22 05:15:05,108
2020-10-20 22:18:07,24
2020-09-18 02:21:11,27
2020-04-12 00:00:28,19
2020-07-13 19:29:05,121
2020-10-02 13:51:26,14
2020-11-30 22:11:53,13
2020-05-13 16:04:23,28
2020-11-30 00:39:04,18
2020-08-21 17:41:28,189
2020-09-08 00:43:14,277
2020-11-13 16:15:23,268
2020-11-15 16:12:05,16
2020-12-21 00:17:04,122
2020-05-31 09:29:14,245
2020-03-19 05:18:25,124
2020-07-21 09:27:53,186
2020-09-28 23:41:32,26
2020-08-18 03:25:45,155
2020-12-06 04:22:52,28
2020-10-08 01:59:25,222
2020-08-06 07:30:46,10
2020-04-27 11:27:10,208
2020-09-12 17:27:14,165
2020-12-10 16:09:23,294
2020-03-15 08:54:46,21
2020-06-10 20:38:21,159
2020-01-31 09:48:07,268
2020-08-10 20:45:12,17
2020-07-05 09:06:04,23
2020-09-13 06:31:08,173
2020-03-11 12:32:38,271
2020-04-15 19:56:44,243
2020-01-31 04:41:18,16
2020-11-30 22:53:19,13
2020-12-05 11:30:44,264
2020-06-19 08:25:36,164
2020-10-22 04:07:25,11
2020-03-18 08:29:26,18
2020-02-08 09:06:55,27
2020-03-15 02:46:47,21
2020-05-11 07:54:21,14
2020-04-15 12:45:42,21
2020-05-13 12:01:40,27
2020-07-29 16:55:37,26
2020-09-08 16:42:22,190
2020-01-14 15:41:59,21
2020-09-07 19:44:17,19
2020-10-03 14:25:38,20
2020-09-20 04:04:58,182
2020-07-02 09:58:04,27
2020-11-05 10:52:23,15
2020-03-20 21:26:01,117
2020-12-24 14:48:57,15
2020-08-02 22:26:23,226
2020-05-03 08:19:54,154
2020-05-22 22:45:32,243
2020-10-04 08:51:42,27
2020-07-06 08:20:19,24
2020-03-11 11:47:00,135
2020-07-19 02:20:18,237
2020-07-13 03:20:14,24
2020-01-09 19:22:38,21
2020-06-26 11:04:59,14
2020-06-28 15:19:33,29
2020-08-03 20:51:23,15
2020-01-05 06:48:12,16
2020-11-11 17:08:35,29
2020-01-31 21:49:24,251
2020-05-29 03:25:12,109
2020-05-20 08:11:56,111
2020-11-27 04:48:43,140
2020-10-08 05:22:44,275
2020-09-16 23:08:02,27
2020-11-15 09:50:04,20
2020-09-23 05:19:41,274
2020-11-25 12:46:06,19
2020-03-31 22:03:12,161
2020-03-11 18:41:48,19
2020-04-14 23:00:49,121
2020-07-03 23:19:44,14
2020-04-30 22:59:08,26
2020-06-27 05:59:55,28
2020-02-02 06:53:57,253
2020-02-14 11:00:27,176
2020-07-20 02:12:34,16
2020-02-09 16:42:22,102
2020-11-24 03:12:29,179
2020-10-12 04:16:51,145
2020-12-18 17:22:37,10
2020-08-31 10:21:14,110
2020-07-24 18:11:29,181
2020-10-13 21:07:57,195
2020-03-28 15:51:32,12
2020-12-09 20:11:24,28
2020-08-16 09:16:51,25
2020-01-03 18:44:52,15
2020-12-17 02:28:38,29
2020-04-20 09:36:16,257
2020-10-13 23:08:05,170
2020-02-21 01:04:54,141
2020-04-24 23:05:53,114
2020-06-26 21:55:01,18
2020-02-15 09:51:19,180
2020-12-27 11:55:36,180
2020-04-04 15:53:17,28
2020-06-30 03:05:27,269
2020-05-25 01:25:13,174
2020-06-07 20:04:04,272
2020-11-28 16:45:27,260
2020-08-02 03:11:01,26
2020-05-18 00:23:51,299
2020-03-05 11:07:56,12
2020-02-20 19:45:46,26
2020-09-26 05:52:06,273
2020-04-07 03:54:33,200
2020-09-06 09:45:39,187
2020-07-15 16:30:40,10
2020-09-29 23:30:47,21
2020-01-24 12:14:17,23
2020-01-04 18:28:38,199
2020-01-03 13:39:33,27
2020-07-16 00:36:24,16
2020-04-07 22:55:10,106
2020-12-31 16:09:20,281
2020-03-10 16:49:20,27
2020-01-30 04:25:19,17
2020-02-04 02:01:54,21
2020-05-02 12:05:28,174
2020-07-17 04:10:38,179
2020-04-16 21:09:32,11
2020-04-11 09:19:17,227
2020-10-27 08:29:31,129
2020-12-05 07:52:40,14
2020-08-06 00:28:32,18
2020-01-26 00:03:04,224
2020-01-10 21:12:21,169
2020-01-16 16:31:58,14
2020-12-29 07:03:09,20
2020-02-19 01:28:16,16
2020-12-25 12:00:48,17
2020-08-03 21:43:16,153
2020-05-03 05:35:20,223
2020-08-10 23:50:06,213
2020-12-21 06:46:47,133
2020-11-18 23:46:58,19
2020-01-21 09:56:24,139
2020-05-07 01:38:44,258
2020-02-03 18:26:12,25
2020-12-30 08:17:38,245
2020-07-25 23:31:04,16
2020-06-27 07:44:26,237
2020-06-28 20:16:51,29
2020-05-24 04:19:56,28
2020-06-14 17:43:00,129
2020-03-23 20:17:36,269
2020-09-19 08:42:11,25
2020-11-25 03:58:01,273
2020-09-22 10:24:02,113
2020-05-16 21:15:17,24
2020-07-08 05:11:36,10
2020-09-16 04:01:40,149
2020-01-29 10:55:29,25
2020-08-29 00:13:22,19
2020-08-28 06:40:09,279
2020-06-08 16:25:01,116
2020-12-08 04:26:54,16
2020-01-30 12:16:32,299
2020-10-21 19:06:31,17
2020-11-19 23:58:42,171
2020-10-28 05:18:47,294
2020-07-21 05:35:09,125
2020-12-21 23:12:15,17
2020-12-03 12:28:28,18
2020-07-31 19:07:05,227
2020-03-24 20:09:30,150
2020-03-16 22:47:17,12
2020-02-13 08:05:29,150
2020-09-10 19:56:32,17
2020-07-29 17:10:54,18
2020-07-29 10:14:54,118
2020-02-26 05:10:22,120
2020-08-29 07:35:04,288
2020-10-17 16:47:12,14
2020-09-03 20:11:31,112
2020-01-15 14:45:57,13
2020-05-10 23:01:29,17
2020-02-21 00:04:08,229
2020-09-21 15:21:33,28
2020-09-26 07:46:25,26
2020-11-24 08:49:16,19
2020-11-21 02:47:35,27
2020-09-24 01:41:06,296
2020-11-07 01:09:02,295
2020-09-15 21:23:44,16
2020-12-20 11:37:10,19
2020-01-05 05:02:19,195
2020-06-08 19:15:43,224
2020-04-06 14:49:08,26
2020-08-24 17:51:12,24
2020-04-24 16:22:26,179
2020-11-06 09:48:51,160
2020-09-09 17:48:25,228
2020-03-12 12:19:11,14
2020-05-27 01:30:16,232
2020-12-22 19:21:03,217
2020-03-04 01:03:24,22
2020-01-04 23:52:35,12
2020-12-30 16:26:45,27
2020-11-20 05:17:46,236
2020-11-07 23:38:35,238
2020-03-08 16:56:42,273
2020-02-01 09:03:17,165
2020-04-17 21:36:40,229
2020-04-26 00:12:22,120
2020-08-23 03:43:52,138
2020-03-30 12:15:33,107
2020-11-19 17:07:08,139
2020-11-15 21:41:33,287
2020-04-29 05:43:18,199
2020-07-07 11:39:11,10
2020-03-11 18:43:10,108
2020-02-11 22:10:17,242
2020-11-17 00:32:39,29
2020-04-14 09:09:24,248
2020-02-03 00:11:48,22
2020-08-14 12:40:00,209
2020-06-23 12:27:08,12
2020-01-10 17:49:32,18
2020-06-08 15:14:08,225
2020-01-14 23:54:34,20
2020-09-01 10:28:54,150
2020-09-06 13:23:24,178
2020-07-24 23:49:19,193
2020-08-24 02:28:59,299
2020-01-24 04:57:20,14
2020-12-18 12:18:51,10
2020-12-22 23:12:51,14
2020-08-29 06:19:07,136
2020-08-06 10:28:05,11
2020-12-05 02:28:30,196
2020-02-11 17:29:46,24
2020-10-23 08:44:08,172
2020-11-21 17:55:56,167
2020-12-29 17:36:05,247
2020-07-17 22:48:11,20
2020-06-10 21:57:56,17
2020-03-04 13:24:14,266
2020-03-10 19:59:58,202
2020-01-30 00:49:24,25
2020-08-19 15:48:07,26
2020-05-24 06:33:39,270
2020-08-10 11:08:30,256
2020-07-30 20:35:14,23
2020-10-21 13:06:23,11
2020-05-03 15:46:11,26
2020-07-14 06:36:58,149
2020-06-09 20:34:06,269
2020-08-14 13:10:51,21
2020-04-14 05:33:32,141
2020-05-06 00:01:14,209
2020-02-14 00:40:21,18
2020-04-10 18:27:32,127
2020-04-06 14:54:05,18
2020-06-17 03:58:41,23
2020-09-20 18:44:08,15
2020-11-23 08:15:46,13
2020-10-13 20:10:20,194
2020-11-30 16:15:02,16
2020-05-04 13:57:22,249
2020-10-13 00:10:57,16
2020-01-15 16:12:21,262
2020-12-25 11:25:10,170
2020-09-09 13:38:32,19
2020-04-09 01:38:51,190
2020-07-25 07:40:39,206
2020-04-26 14:43:34,175
2020-11-14 23:29:24,183
2020-06-01 17:42:41,186
2020-09-20 22:02:47,22
2020-08-14 19:47:30,27
2020-05-18 04:54:16,18
2020-10-28 06:24:00,157
2020-10-29 10:53:05,150
2020-05-08 20:37:03,203
2020-11-02 08:13:53,18
2020-01-29 10:17:16,15
2020-03-24 02:00:59,234
2020-09-02 01:24:45,18
2020-10-08 09:43:53,131
2020-09-04 09:16:37,24
2020-05-04 22:04:45,11
2020-12-23 03:47:45,221
2020-11-25 08:15:51,200
2020-10-27 00:43:20,234
2020-04-10 01:35:54,122
2020-06-30 23:00:51,27
2020-06-08 17:48:23,284
2020-03-25 06:57:55,272
2020-10-24 14:45:24,263
2020-02-06 11:22:05,12
2020-07-08 03:47:49,26
2020-06-02 07:46:17,23
2020-08-02 15:55:28,10
2020-10-20 12:18:29,153
2020-11-12 15:59:11,206
2020-10-09 23:37:31,152
2020-11-13 12:13:03,12
2020-01-08 20:09:39,160
2020-05-04 15:17:44,18
2020-09-10 15:11:13,151
2020-10-16 04:05:09,218
2020-03-25 05:18:40,252
2020-01-22 01:06:06,121
2020-08-03 19:39:43,11
2020-07-27 16:21:56,20
2020-10-21 06:08:27,27
2020-06-09 10:49:47,28
2020-05-01 10:09:57,20
2020-07-07 05:59:41,23
2020-10-08 04:18:37,217
2020-07-19 05:58:26,258
2020-12-16 10:15:33,128
2020-07-11 15:55:12,252
2020-10-18 20:42:17,137
2020-02-18 20:33:27,12
2020-03-03 19:27:54,198
2020-10-16 08:00:23,165
2020-03-16 17:30:47,28
2020-07-07 02:04:59,131
2020-10-10 04:41:48,192
2020-10-15 16:55:05,28
2020-12-31 20:57:58,26
2020-01-03 03:46:34,220
2020-11-19 13:06:40,125
2020-02-23 02:40:56,17
2020-12-25 07:05:37,101
2020-02-23 10:15:04,16
2020-08-23 00:28:49,122
2020-10-16 00:32:06,209
2020-05-09 11:55:23,11
2020-08-24 12:55:54,209
2020-12-10 15:18:09,13
2020-10-13 07:22:36,134
2020-10-05 12:07:21,190
2020-05-01 03:54:08,287
2020-06-03 05:58:59,23
2020-01-27 01:48:45,14
2020-06-23 02:12:20,179
2020-10-08 04:22:46,242
2020-01-13 12:09:47,241
2020-05-03 10:15:24,178
2020-06-17 05:51:17,217
2020-04-30 03:54:18,21
2020-06-16 13:56:50,20
2020-03-13 14:23:48,21
2020-12-12 14:10:55,148
2020-11-08 14:02:17,24
2020-09-13 07:10:08,23
2020-05-28 02:27:47,294
2020-01-03 10:30:55,21
2020-03-09 07:00:56,135
2020-07-19 03:40:33,252
2020-02-10 01:01:48,278
2020-05-13 01:16:28,17
2020-07-27 09:25:38,11
2020-09-30 03:45:29,24
2020-02-08 17:22:59,15
2020-09-08 05:50:22,231
2020-02-19 01:55:34,17
2020-05-26 11:48:21,142
2020-02-24 19:22:55,130
2020-02-29 04:10:13,273
2020-02-04 21:31:31,22
2020-06-10 22:00:02,11
2020-05-30 04:33:50,24
2020-10-08 03:12:19,25
2020-07-18 08:17:27,23
2020-07-12 22:07:52,11
2020-01-29 10:04:13,24
2020-11-14 01:34:54,169
2020-10-28 04:05:54,290
2020-12-17 11:23:48,225
2020-10-10 05:35:19,10
2020-06-18 02:12:55,254
2020-06-25 02:06:54,19
2020-06-30 11:04:33,269
2020-09-16 17:02:53,17
2020-02-09 03:28:09,244
2020-12-20 22:33:59,233
2020-08-11 22:58:03,247
2020-08-11 19:44:43,229
2020-03-10 18:21:03,15
2020-03-01 04:24:18,17
2020-05-03 08:03:24,144
2020-05-12 04:30:44,237
2020-08-17 15:47:34,25
2020-06-26 02:58:42,194
2020-05-31 07:28:08,196
2020-01-19 04:57:33,139
2020-04-17 15:41:22,211
2020-12-15 08:53:50,193
2020-07-11 11:59:57,19
2020-12-27 21:53:02,11
2020-03-27 18:28:51,121
2020-03-06 19:36:25,109
2020-09-20 15:28:13,226
2020-09-20 23:26:45,26
2020-12-07 17:27:28,18
2020-09-05 00:00:25,10
2020-09-24 07:41:12,259
2020-08-02 08:11:18,21
2020-12-31 11:40:06,21
2020-12-03 17:57:17,149
2020-03-16 07:48:46,162
2020-01-23 02:18:49,286
2020-03-09 10:51:47,221
2020-08-01 06:43:17,172
2020-08-22 16:09:56,24
2020-06-28 17:35:12,214
2020-12-27 09:05:45,21
2020-12-14 08:33:47,279
2020-10-09 12:46:52,29
2020-01-18 13:47:04,14
2020-01-13 04:10:25,23
2020-03-01 05:06:39,25
2020-11-04 07:52:38,24
2020-10-11 18:56:43,204
2020-06-16 18:23:12,282
2020-08-23 22:20:04,11
2020-07-24 05:17:00,265
2020-07-07 19:52:53,298
2020-06-08 20:39:45,168
2020-06-13 00:38:03,298
2020-03-28 18:41:39,299
2020-09-26 07:29:46,27
2020-01-31 10:47:07,29
2020-11-27 17:43:52,253
2020-08-30 00:02:41,23
2020-01-24 14:49:46,14
2020-03-16 13:41:40,18
2020-12-02 10:56:15,26
2020-12-01 07:37:38,24
2020-08-20 15:10:15,17
2020-05-10 15:53:07,129
2020-03-26 14:45:04,12
2020-07-02 19:28:51,22
2020-08-09 22:09:25,13
2020-10-29 17:41:01,23
2020-06-22 04:34:32,23
